Site,Gorge,Site Nickname,Discoverer,Date of Discovery,Publication,ISBN 10,Site Pager,Number of Figures,Figure Category,Distance to next Site,Next Site,Cardinal Points,Painting Location,Water in Sight,Water Availability,Open Field in Sight,Open Field,Living Place,Spatiality,Visibility,Context,View from Site,Evidence of Human Occupation,Degradation of Paintings,Quantity of Artefacts,Lithics,Pottery,O.E.S.,Bone,Charcoal,Grinding Implements,Stone Structures,Miscellenous Artefact,Remarks
I 148,Naib,,Jipsen,July 63,Pager; Harald: The Rock Paintings of the Upper Brandberg; Part 6 � Circus and Dom Gorges. Africa Praehistorica 20 (Köln: Heinrich Barth Institut); 2006.,3-927688-31-2,I 154,3,4,63.7259,I 149,SE; SW,5,,<300m,True,adjacent,unfavourable,4,<3m,marginal,rather nice,none,water run-off,few,few,none,none,none,none,none,none,none,
I 149,Naib,,Jipsen,July 63,Pager; Harald: The Rock Paintings of the Upper Brandberg; Part 6 � Circus and Dom Gorges. Africa Praehistorica 20 (Köln: Heinrich Barth Institut); 2006.,3-927688-31-2,I 155,10,5,63.7259,I 148,NE,1,,>300m,True,adjacent,� vertical rock,1,<15m,marginal,rather nice,none,water run-off,none,none,none,none,none,none,none,none,none,
I 150,Naib,,Jipsen,July 63,Pager; Harald: The Rock Paintings of the Upper Brandberg; Part 6 � Circus and Dom Gorges. Africa Praehistorica 20 (Köln: Heinrich Barth Institut); 2006.,3-927688-31-2,I 156,28,5,70.5282,I 149,N; E; S; W,1; 2; 12,,>300m,True,adjacent,� vertical rock,3,>15m,marginal,rather nice,none,water run-off,few,few,none,none,none,none,none,none,none,
I 151,Naib,,Shipahu,25.03.1983,Pager; Harald: The Rock Paintings of the Upper Brandberg; Part 6 � Circus and Dom Gorges. Africa Praehistorica 20 (Köln: Heinrich Barth Institut); 2006.,3-927688-31-2,I 157,67,3,149806,I 147,NE,1; 8; 12,,<300m,True,within shouting distance,unfavourable,5,<15m,marginal,rather nice,Pager's Camp,disintegration of rock; water run-off,many,many,many,many,none,many,none,none,none,
I 152,Naib,,Jipsen,July 63,Pager; Harald: The Rock Paintings of the Upper Brandberg; Part 6 � Circus and Dom Gorges. Africa Praehistorica 20 (Köln: Heinrich Barth Institut); 2006.,3-927688-31-2,I 158,24,5,142.5177,I 153,N,1; 12,,>300m,True,adjacent,� vertical rock,0,<15m,central,rather nice,none,water run-off,medium quantity,medium quantity,none,none,none,none,none,none,none,
I 153,Naib,,Nashilengo,26.04.1982,Pager; Harald: The Rock Paintings of the Upper Brandberg; Part 6 � Circus and Dom Gorges. Africa Praehistorica 20 (Köln: Heinrich Barth Institut); 2006.,3-927688-31-2,I 159,7,3,142.5177,I 152,NW,5; 6,,<300m,True,within shouting distance,unfavourable,4,<3m,marginal,rather nice,none,water run-off,few,few,none,none,none,none,none,none,none,
I 154,Naib,,Walter,26.04.1982,Pager; Harald: The Rock Paintings of the Upper Brandberg; Part 6 � Circus and Dom Gorges. Africa Praehistorica 20 (Köln: Heinrich Barth Institut); 2006.,3-927688-31-2,I 73,30,4,286.09,I 155,SW,1; 5; 12,,<300m,True,adjacent,unfavourable,3,>15m,isolated,poor,none,disintegration of rock; water run-off,few,few,few,few,none,none,none,none,none,
I 155,Naib,,Shipahu,26.04.1982,Pager; Harald: The Rock Paintings of the Upper Brandberg; Part 6 � Circus and Dom Gorges. Africa Praehistorica 20 (Köln: Heinrich Barth Institut); 2006.,3-927688-31-2,I 74,11,5,286.09,I 154,NW,3; 4; 5,True,within shouting distance,True,within shouting distance,unfavourable,10,>15m,isolated,magnificent,Pager's Camp,water run-off,medium quantity,medium quantity,medium quantity,none,none,none,none,none,none,
I 156,Naib,,Jipsen,July 63,Pager; Harald: The Rock Paintings of the Upper Brandberg; Part 6 � Circus and Dom Gorges. Africa Praehistorica 20 (Köln: Heinrich Barth Institut); 2006.,3-927688-31-2,I 94,11,6,57.5205,I 158,N,8,,<300m,True,adjacent,unfavourable,1,<15m,marginal,rather nice,none,water run-off,few,few,none,none,none,none,none,none,none,
I 157,Naib,,Jipsen,July 63,Pager; Harald: The Rock Paintings of the Upper Brandberg; Part 6 � Circus and Dom Gorges. Africa Praehistorica 20 (Köln: Heinrich Barth Institut); 2006.,3-927688-31-2,I 91,125,5,89.1808,I 158,NE,1,,<300m,True,adjacent,� vertical rock,0,<15m,marginal,rather nice,none,water run-off,few,few,none,none,none,none,none,none,none,
I 158,Naib,,Matheus,04.02.1983,Pager; Harald: The Rock Paintings of the Upper Brandberg; Part 6 � Circus and Dom Gorges. Africa Praehistorica 20 (Köln: Heinrich Barth Institut); 2006.,3-927688-31-2,I 92,7,6,57.5205,I 156,W,1,,<300m,True,within shouting distance,� vertical rock,0,<15m,marginal,rather nice,none,water run-off,none,none,none,none,none,none,none,none,none,
I 159,Naib,,Jipsen,July 63,Pager; Harald: The Rock Paintings of the Upper Brandberg; Part 6 � Circus and Dom Gorges. Africa Praehistorica 20 (Köln: Heinrich Barth Institut); 2006.,3-927688-31-2,I 93,180,6,67.0977,I 156,W,4; 5; 6; 7,,<300m,True,within shouting distance,unfavourable,15,>15m,marginal,rather nice,Pager's Camp,disintegration of rock; water run-off,many,many,many,none,none,none,none,none,none,
I 160,Naib,,,,Pager; Harald: The Rock Paintings of the Upper Brandberg; Part 6 � Circus and Dom Gorges. Africa Praehistorica 20 (Köln: Heinrich Barth Institut); 2006.,3-927688-31-2,I 90,34,6,93701,I 157,N,11,,<300m,True,within shouting distance,unfavourable,5,<3m,marginal,rather nice,Pager's Camp,water run-off,few,few,few,none,none,none,none,none,none,
I 161,Naib,,,,Pager; Harald: The Rock Paintings of the Upper Brandberg; Part 6 � Circus and Dom Gorges. Africa Praehistorica 20 (Köln: Heinrich Barth Institut); 2006.,3-927688-31-2,I 89,89,5,111.4897,I 160,S,5; 6,True,<300m,True,<300m,unfavourable,10,<1m; >15m,marginal,magnificent,Pager's Camp,disintegration of rock,medium quantity,medium quantity,none,none,none,none,none,none,none,
I 162,Naib,,Shipahu,03.02.1983,Pager; Harald: The Rock Paintings of the Upper Brandberg; Part 6 � Circus and Dom Gorges. Africa Praehistorica 20 (Köln: Heinrich Barth Institut); 2006.,3-927688-31-2,I 87,65,3,37.3054,I 163,NE,3; 4,,<300m,True,adjacent,unfavourable,4,>15m,marginal,rather nice,none,water run-off,few,few,none,none,none,none,none,none,none,
I 163,Naib,,,,Pager; Harald: The Rock Paintings of the Upper Brandberg; Part 6 � Circus and Dom Gorges. Africa Praehistorica 20 (Köln: Heinrich Barth Institut); 2006.,3-927688-31-2,I 86,98,5,37.3054,I 162,SW,1; 3; 4; 5; 6; 12,,<300m,True,within shouting distance,unfavourable,12,<15m,central,rather nice,Fireplace and Pager's Camp,disintegration of rock; water run-off,medium quantity,medium quantity,none,none,none,medium quantity,none,none,none,
I 164,Naib,,Matheus,03.02.1983,Pager; Harald: The Rock Paintings of the Upper Brandberg; Part 6 � Circus and Dom Gorges. Africa Praehistorica 20 (Köln: Heinrich Barth Institut); 2006.,3-927688-31-2,I 88,6,3,57.5836,I 163,S,5,,<300m,True,adjacent,unfavourable,2,<1m,marginal,rather nice,none,water run-off,none,none,none,none,none,none,none,none,none,
I 165,Naib,,Shipahu,03.02.1983,Pager; Harald: The Rock Paintings of the Upper Brandberg; Part 6 � Circus and Dom Gorges. Africa Praehistorica 20 (Köln: Heinrich Barth Institut); 2006.,3-927688-31-2,I 85,5,5,53.88,I 163,S,5,,<300m,True,adjacent,unfavourable,3,<3m,marginal,rather nice,none,water run-off,none,none,none,none,none,none,none,none,none,
I 166,Naib,,Shipahu,01.12.1982,Pager; Harald: The Rock Paintings of the Upper Brandberg; Part 6 � Circus and Dom Gorges. Africa Praehistorica 20 (Köln: Heinrich Barth Institut); 2006.,3-927688-31-2,I 84,10,5,224.9662,I 169,N,1,,<300m,True,adjacent,� vertical rock,1,<15m,marginal,poor,none,water run-off,few,none,few,few,none,none,none,none,hut remains,
I 167,Naib,,Reuning,1977,Pager; Harald: The Rock Paintings of the Upper Brandberg; Part 6 � Circus and Dom Gorges. Africa Praehistorica 20 (Köln: Heinrich Barth Institut); 2006.,3-927688-31-2,I 75,26,6,268.7743,I 168,N,3; 4; 5,,<300m,True,adjacent,unfavourable,8,<15m,isolated,rather nice,none,water run-off,few,few,few,none,none,none,none,none,none,
I 168,Naib,�Ox�,Jipsen,July 63,Pager; Harald: The Rock Paintings of the Upper Brandberg; Part 6 � Circus and Dom Gorges. Africa Praehistorica 20 (Köln: Heinrich Barth Institut); 2006.,3-927688-31-2,I 76,2,4,94.9312,I 169,N,1,,>300m,True,adjacent,� vertical rock,0,>15m,isolated,rather nice,none,water run-off,none,none,none,none,none,none,none,none,none,
I 169,Naib,,Jipsen,July 63,Pager; Harald: The Rock Paintings of the Upper Brandberg; Part 6 � Circus and Dom Gorges. Africa Praehistorica 20 (Köln: Heinrich Barth Institut); 2006.,3-927688-31-2,I 66,18,4,65.7642,I 171,SW,1,,<300m,True,within shouting distance,� vertical rock,3,<15m,marginal,rather nice,none,water run-off,few,NA,NA,NA,NA,NA,NA,NA,NA,
I 170,Naib,,Jipsen,July 63,Pager; Harald: The Rock Paintings of the Upper Brandberg; Part 6 � Circus and Dom Gorges. Africa Praehistorica 20 (Köln: Heinrich Barth Institut); 2006.,3-927688-31-2,I 68,497,4,50.1494,I 171,N; NE; NW,5; 6,,<300m,True,within shouting distance,spacious; unfavourable; � vertical rock,55,>15m,marginal,rather nice,European; Fireplace and Pager's Camp,disintegration of rock; water run-off,masses,NA,NA,NA,NA,NA,NA,NA,NA,
I 171,Naib,,Jipsen,July 63,Pager; Harald: The Rock Paintings of the Upper Brandberg; Part 6 � Circus and Dom Gorges. Africa Praehistorica 20 (Köln: Heinrich Barth Institut); 2006.,3-927688-31-2,I 67,5,4,50.1494,I 170,SE,5,,<300m,True,within shouting distance,unfavourable,4,<3m,marginal,poor,none,vegetation impact,few,NA,NA,NA,NA,NA,NA,NA,NA,
I 172,Naib,,Paulus,25.03.1982,Pager; Harald: The Rock Paintings of the Upper Brandberg; Part 6 � Circus and Dom Gorges. Africa Praehistorica 20 (Köln: Heinrich Barth Institut); 2006.,3-927688-31-2,I 70,37,4,148.6359,I 173,NE,1,True,<300m,True,adjacent,� vertical rock,4,<15m,isolated,poor,none,water run-off,few,NA,NA,NA,NA,NA,NA,NA,NA,
I 173,Naib,,Paulus,25.03.1982,Pager; Harald: The Rock Paintings of the Upper Brandberg; Part 6 � Circus and Dom Gorges. Africa Praehistorica 20 (Köln: Heinrich Barth Institut); 2006.,3-927688-31-2,I 72,4,5,115.4347,I 174,S,5; 10,,>300m,True,within shouting distance,unfavourable,3,<1m,marginal,rather nice,none,water run-off,few,NA,NA,NA,NA,NA,NA,NA,NA,
I 174,Naib,,,,Pager; Harald: The Rock Paintings of the Upper Brandberg; Part 6 � Circus and Dom Gorges. Africa Praehistorica 20 (Köln: Heinrich Barth Institut); 2006.,3-927688-31-2,I 71,4,5,115.4347,I 173,SE,5,,>300m,True,adjacent,unfavourable,9,<15m,marginal,rather nice,none,water run-off,few,NA,NA,NA,NA,NA,NA,NA,NA,
I 175,Naib,,,,Pager; Harald: The Rock Paintings of the Upper Brandberg; Part 6 � Circus and Dom Gorges. Africa Praehistorica 20 (Köln: Heinrich Barth Institut); 2006.,3-927688-31-2,I 175,2,6,69.6238,I 109,NW,1,,>300m,True,adjacent,� vertical rock,0,<1m,marginal,rather nice,none,none,few,few,none,none,none,none,none,none,none,
K 1,Karoab,,Shipahu,10.05.1982,Pager; Harald: The Rock Paintings of the Upper Brandberg; Part 4 � Umuab and Karoab Gorges. Africa Praehistorica 10 (Köln: Heinrich Barth Institut); 1998.,3-927688-16-9,K 1,3,6,380.9493,P 5,E,4,,>300m,,>300m,unfavourable,7,<3m,isolated,magnificent,none,water run-off,none,NA,NA,NA,NA,NA,NA,NA,NA,
K 2,Karoab,,F.Paulus,02.04.1982,Pager; Harald: The Rock Paintings of the Upper Brandberg; Part 4 � Umuab and Karoab Gorges. Africa Praehistorica 10 (Köln: Heinrich Barth Institut); 1998.,3-927688-16-9,K 2,1038,1,63.2714,K 8,N,1; 3; 4; 5; 6; 7; 8; 9; 10; 11; 12,True,within shouting distance,True,within shouting distance,spacious,69,NA,central,magnificent,Fireplace and Pager's Camp,disintegration of rock; water run-off,many,NA,NA,NA,NA,NA,NA,NA,NA,
K 3,Karoab,,Paulus,02.04.1982,Pager; Harald: The Rock Paintings of the Upper Brandberg; Part 4 � Umuab and Karoab Gorges. Africa Praehistorica 10 (Köln: Heinrich Barth Institut); 1998.,3-927688-16-9,K 3,11,5,74248,K 2,SW,5,True,within shouting distance,True,adjacent,unfavourable,5,<15m,central,magnificent,none,water run-off,few,NA,NA,NA,NA,NA,NA,NA,NA,
K 4,Karoab,,,,Pager; Harald: The Rock Paintings of the Upper Brandberg; Part 4 � Umuab and Karoab Gorges. Africa Praehistorica 10 (Köln: Heinrich Barth Institut); 1998.,3-927688-16-9,K 4,1,6,42.6767,K 8,S,1,True,within shouting distance,True,within shouting distance,� vertical rock,0,<1m,marginal,rather nice,none,water run-off,many,NA,NA,NA,NA,NA,NA,NA,NA,
K 5,Karoab,,F. Paulus,02.04.1982,Pager; Harald: The Rock Paintings of the Upper Brandberg; Part 4 � Umuab and Karoab Gorges. Africa Praehistorica 10 (Köln: Heinrich Barth Institut); 1998.,3-927688-16-9,K 5,5,5,93.2057,K 4,SW,1,True,adjacent,True,<300m,� vertical rock,1,<3m,marginal,magnificent,none,water run-off,medium quantity,NA,NA,NA,NA,NA,NA,NA,NA,
K 6,Karoab,,Paulus,02.04.1982,Pager; Harald: The Rock Paintings of the Upper Brandberg; Part 4 � Umuab and Karoab Gorges. Africa Praehistorica 10 (Köln: Heinrich Barth Institut); 1998.,3-927688-16-9,K 6,4,6,180.5709,K 7,E,5,,<300m,,>300m,� vertical rock,0,<3m,isolated,magnificent,none,water run-off,none,NA,NA,NA,NA,NA,NA,NA,NA,
K 7,Karoab,,Craven&Stadtherr,15.03.1982,Pager; Harald: The Rock Paintings of the Upper Brandberg; Part 4 � Umuab and Karoab Gorges. Africa Praehistorica 10 (Köln: Heinrich Barth Institut); 1998.,3-927688-16-9,K 7,19,4,180.5709,K 6,SW,3; 4,,>300m,,>300m,spacious,13,<3m,isolated,rather nice,Fireplace,water run-off,many,NA,NA,NA,NA,NA,NA,NA,NA,
K 8,Karoab,,Shipahu,24.06.1981,Pager; Harald: The Rock Paintings of the Upper Brandberg; Part 4 � Umuab and Karoab Gorges. Africa Praehistorica 10 (Köln: Heinrich Barth Institut); 1998.,3-927688-16-9,K 8,17,5,42.6767,K 4,NE,1,True,within shouting distance,True,within shouting distance,� vertical rock,3,<1m,marginal,magnificent,none,water run-off,NA,NA,NA,NA,NA,NA,NA,NA,NA,
K 9,Karoab,,J. Nashilongo,17.06.1982,Pager; Harald: The Rock Paintings of the Upper Brandberg; Part 4 � Umuab and Karoab Gorges. Africa Praehistorica 10 (Köln: Heinrich Barth Institut); 1998.,3-927688-16-9,K 9,14,5,425.6973,K 10,SE,5; 7,,<300m,,>300m,unfavourable,14,<1m,isolated,magnificent,Fireplace,disintegration of rock; water run-off,few,NA,NA,NA,NA,NA,NA,NA,NA,
K 10,Karoab,,Shipahu,04.04.1982,Pager; Harald: The Rock Paintings of the Upper Brandberg; Part 4 � Umuab and Karoab Gorges. Africa Praehistorica 10 (Köln: Heinrich Barth Institut); 1998.,3-927688-16-9,K 10,5,5,128.0576,K 11,E,5; 8,True,adjacent,,within shouting distance,unfavourable,10,<3m,marginal,rather nice,none,water run-off,NA,NA,NA,NA,NA,NA,NA,NA,NA,
K 11,Karoab,,F. Paulus,04.04.1982,Pager; Harald: The Rock Paintings of the Upper Brandberg; Part 4 � Umuab and Karoab Gorges. Africa Praehistorica 10 (Köln: Heinrich Barth Institut); 1998.,3-927688-16-9,K 11,134,3,128.0576,K 10,N; S; W,1; 2; 5; 12,True,adjacent,True,adjacent,unfavourable; � vertical rock,6,<3m,marginal,magnificent,European; Pager's Camp,water run-off,many,NA,NA,NA,NA,NA,NA,NA,NA,
K 12,Karoab,,Shipahu,01.04.1982,Pager; Harald: The Rock Paintings of the Upper Brandberg; Part 4 � Umuab and Karoab Gorges. Africa Praehistorica 10 (Köln: Heinrich Barth Institut); 1998.,3-927688-16-9,K 12,60,3,86.4716,K 13,N,5; 6; 8; 10,True,within shouting distance,True,within shouting distance,unfavourable,20,<3m,marginal,rather nice,Pager's Camp,water run-off,few,NA,NA,NA,NA,NA,NA,NA,NA,
K 13,Karoab,,Shipahu,01.04.1982,Pager; Harald: The Rock Paintings of the Upper Brandberg; Part 4 � Umuab and Karoab Gorges. Africa Praehistorica 10 (Köln: Heinrich Barth Institut); 1998.,3-927688-16-9,K 13,798,1,86.4716,K 12,N; S,1; 4; 5; 6; 8; 12,True,adjacent,True,adjacent,unfavourable,4,>15m,central,rather nice,none,none,medium quantity,NA,NA,NA,NA,NA,NA,NA,NA,
K 14,Karoab,,Shipahu,01.04.1982,Pager; Harald: The Rock Paintings of the Upper Brandberg; Part 4 � Umuab and Karoab Gorges. Africa Praehistorica 10 (Köln: Heinrich Barth Institut); 1998.,3-927688-16-9,K 14,17,5,275.6,K 13,NE; SW,1; 2; 6,,<300m,True,adjacent,unfavourable,8,<3m,isolated,rather nice,none,water run-off,few,NA,NA,NA,NA,NA,NA,NA,NA,
K 15,Karoab,,Nashilongo,28.06.1982,Pager; Harald: The Rock Paintings of the Upper Brandberg; Part 4 � Umuab and Karoab Gorges. Africa Praehistorica 10 (Köln: Heinrich Barth Institut); 1998.,3-927688-16-9,K 15,121,3,571.0005,K 34,NW,5; 6,,within shouting distance,True,adjacent,spacious,47,<15m,isolated,magnificent,Fireplace,disintegration of rock; water run-off,medium quantity,NA,NA,NA,NA,NA,NA,NA,NA,
K 16,Karoab,,,,Pager; Harald: The Rock Paintings of the Upper Brandberg; Part 4 � Umuab and Karoab Gorges. Africa Praehistorica 10 (Köln: Heinrich Barth Institut); 1998.,3-927688-16-9,K 16,41,4,192.3667,K 34,E,5; 6,True,within shouting distance,,>300m,spacious,8,<1m,isolated,rather nice,none,water run-off,few,NA,NA,NA,NA,NA,NA,NA,NA,
K 17,Karoab,,Shipahu,01.04.1982,Pager; Harald: The Rock Paintings of the Upper Brandberg; Part 4 � Umuab and Karoab Gorges. Africa Praehistorica 10 (Köln: Heinrich Barth Institut); 1998.,3-927688-16-9,K 17,41,4,42.9767,K 18,E,1; 4; 5,True,adjacent,,within shouting distance,unfavourable,15,<15m,marginal,poor,Pager's Camp,water run-off,few,NA,NA,NA,NA,NA,NA,NA,NA,
K 18,Karoab,,Shipahu,01.04.1982,Pager; Harald: The Rock Paintings of the Upper Brandberg; Part 4 � Umuab and Karoab Gorges. Africa Praehistorica 10 (Köln: Heinrich Barth Institut); 1998.,3-927688-16-9,K 18,50,4,42.9767,K 17,E; W,1; 2,True,adjacent,True,adjacent,� vertical rock,1,<15m,central,rather nice,none,water run-off,few,NA,NA,NA,NA,NA,NA,NA,NA,
K 19,Karoab,,Shipahu,01.04.1982,Pager; Harald: The Rock Paintings of the Upper Brandberg; Part 4 � Umuab and Karoab Gorges. Africa Praehistorica 10 (Köln: Heinrich Barth Institut); 1998.,3-927688-16-9,K 19,15,5,46.2019,K 18,E,5; 7; 8,True,within shouting distance,True,within shouting distance,unfavourable,1,<15m,marginal,rather nice,none,water run-off,none,NA,NA,NA,NA,NA,NA,NA,NA,
K 20,Karoab,,Shipahu,25.03.1982,Pager; Harald: The Rock Paintings of the Upper Brandberg; Part 4 � Umuab and Karoab Gorges. Africa Praehistorica 10 (Köln: Heinrich Barth Institut); 1998.,3-927688-16-9,K 20,68,3,45.5438,I 43,SW,1; 5,,>300m,True,adjacent,unfavourable; � vertical rock,9,<3m,isolated,magnificent,none,water run-off,few,NA,NA,NA,NA,NA,NA,NA,NA,
K 21,Karoab,,Craven & Stadtherr,15.03.1982,Pager; Harald: The Rock Paintings of the Upper Brandberg; Part 4 � Umuab and Karoab Gorges. Africa Praehistorica 10 (Köln: Heinrich Barth Institut); 1998.,3-927688-16-9,K 21,9,5,148.1062,K 20,S,1,,>300m,,<300m,� vertical rock,4,<15m,isolated,poor,none,water run-off,few,NA,NA,NA,NA,NA,NA,NA,NA,
K 22,Karoab,,Nashilongo,,Pager; Harald: The Rock Paintings of the Upper Brandberg; Part 4 � Umuab and Karoab Gorges. Africa Praehistorica 10 (Köln: Heinrich Barth Institut); 1998.,3-927688-16-9,K 22,149,3,593.0113,M 2,N; E; S,1; 5; 6; 7; 8; 11,,<300m,True,adjacent,spacious,17,<15m,isolated,rather nice,Fireplace,water run-off,many,NA,NA,NA,NA,NA,NA,NA,NA,
K 23,Karoab,,,,Pager; Harald: The Rock Paintings of the Upper Brandberg; Part 4 � Umuab and Karoab Gorges. Africa Praehistorica 10 (Köln: Heinrich Barth Institut); 1998.,3-927688-16-9,K 23,20,4,672.8167,K 24,S,5; 9; 10,,<300m,,>300m,unfavourable,4,<3m,isolated,rather nice,Fireplace,water run-off,few,NA,NA,NA,NA,NA,NA,NA,NA,
K 24,Karoab,�Zebra�,Shipahu,27.04.1982,Pager; Harald: The Rock Paintings of the Upper Brandberg; Part 4 � Umuab and Karoab Gorges. Africa Praehistorica 10 (Köln: Heinrich Barth Institut); 1998.,3-927688-16-9,K 24,312,2,185.5112,K 25,E,5; 10,,>300m,True,adjacent,unfavourable,15,>15m,isolated,rather nice,Pager's Camp,none,medium quantity,NA,NA,NA,NA,NA,NA,NA,NA,
